00:00:00.000 ; TestPlan      ; Start       ; Starting TestPlan 'Untitled*' on 01-09-2015 10:04:19, 1 of 1 TestSteps enabled.
00:00:04.755 ; DUT           ; Verbose     ; UART << SEBER_MODE: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     CLEAR_STATUS CLEAR_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_STATUS bits=     11400  err bits=         0  BER=   0  SEBER_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_STATUS bits=     11400  err bits=         0  BER=   0  SEBER_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_STATUS bits=     11400  err bits=         0  BER=   0  SEBER_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_STATUS bits=     11400  err bits=         0  BER=   0  SEBER_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_STATUS bits=     11400  err bits=         0  BER=   0  SEBER_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_STATUS bits=     11400  err bits=         0  BER=   0  SEBER_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_STATUS bits=     11400  err bits=         0  BER=   0  SEBER_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_STATUS bits=     11400  err bits=         0  BER=   0  SEBER_STATUS: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     [628 ms]
00:00:04.755 ; DUT           ; Verbose     ; SE-BER: Measure [1952 ms]
00:00:04.756 ; TestStep      ; Verbose     ; RX measurements [0 ms]
00:00:04.757 ; Result        ; Information ; BER results for DUT 'BC'
00:00:04.757 ; Result        ; Information ;   Bits Counted           :  11400
00:00:04.757 ; Result        ; Information ;   Bit errors             :      0
00:00:04.757 ; Result        ; Information ;   BER                    :      0 %      0  |------------------------------   1,5
00:00:04.758 ; TestStep      ; Verbose     ; Result processing
00:00:04.759 ; DUT           ; Verbose     ; UART >> '9' (CHANNEL_RELEASE) 
00:00:04.760 ; DUT           ; Verbose     ; UART >> '0' (EXIT) 
00:00:05.481 ; DUT           ; Verbose     ; UART <<  CHANNEL_RELEASE CHANNEL_RELEASE: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     EXIT  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********Main Menu:******** 0  HELP             36 SPM_RAMP_RAM_WRITE  72 MIXED_TRDR_ADJUST         108 RFTEST                 1  ARFCN            37 PMU                 73 MIXED_TX_PROFILE_UP       109 MULTI_BIAS?            2  MODULATION       38 GPIO                74 MIXED_TX_PROFILE_DN       110 GSMBIN                 3  DACVAL           39 GPIO?               75 TX_TRDR0                  111 SLEEP                  4  ALL_RAMPS        40 GPIOEX              76 TX_TRDR_ADJUST            112 SLEEP_DEBUG            5  ALL_RAMPS?       41 GPIOEX?             77 TX_DYN_CAL_PCL            113 MISC                   6  RAMP_SELECT      42 UMTS                78 TX_DYN_CAL_PEAK           114 FDAC_VALUES?           7  RAMP_SELECT?     43 TX_GPIO             79 TX_DYN_CAL_DAC            115 FDACZERO_OFFSET        8  AGC_TABLE?       44 TX_GPIO?            80 TX_DYN_CAL_DAC_REGIONS    116 FDACZERO_OFFSET?       9  AGC_TABLE        45 TX_GPIO_MIXED       81 TX_DYN_CAL_DAC_AND_RXLEV  117 FDAC_OFFSETS           10 AGC              46 TX_GPIO_MIXED?      82 ALL_PEAKS                 118 FDAC_OFFSETS?          11 AGC_INDEX        47 RX_GPIO             83 ALL_LO_PEAKS              119 XOCALTEMP              12 GSYS             48 RX_GPIO?            84 BLUETOOTH                 120 XOCALTEMP?             13 START            49 TX_TA_ADJUST        85 BLUETOOTH?                121 XOTEMPPROFILE?         14 STOP             50 TXSCALE_TABLE       86 I2C                       122 GETRXIP2?              15 DSPWR            51 BATTVOL             87 I2C?                      123 RXIP2SETWORDS?         16 ARMWR            52 BATTVOL?            88 CAL                       124 CATE                   17 ISPCS            53 ADC_BY_CHANNEL?     89 BATTTEMP?                 125 IMEIREAD               18 DSPRD?           54 FREQ_LSB            90 HWVER                     126 TXDBPWR_TABLE          19 ARMRD?           55 FREQ_MULT           91 HWVER?                    127 LUT_DIG_VALUE          20 RXLEV?           56 FREQ_SHIFT          92 RF_WRITE_QUEUE            128 LUT_DIG_STATE          21 RXLEVDB16?       57 GSYS_WRITE          93 RF_WRITE_EXE              129 GAIN_SEGMENT?          22 MULTIRXLEVDB16?  58 GSYS_READ?          94 FACT_TRACK                130 GAIN_PROFILE?          23 RXLEV_COMP       59 FLASH               95 PHONE_INFO                131 GAIN_ERROR             24 RXLEV_COMP_LIST  60 IMEI                96 DACVAL?                   132 GPSSTEST               25 RXLEV_COMP?      61 IMEI2               97 TSC                       133 RX_CAL_POINTS?         26 GSYS?            62 IMEI?               98 ADC2VOLT?                 134 GAIN_ERROR_ARFCN?      27 RX_CAL_PARMS     63 IMEI2?              99 VOLT2ADC?                 135 TX_3G_POWER            28 MULTISLOT        64 TX_OLC_PARM         100 ADC2TEMP?                 136 ISPCG                  29 EN_AUTO_SIM      65 DEFAULT_THRESH      101 TEMP2ADC?                 137 ISPCG?                 30 L1_TEST          66 TX_BIAS             102 TXSCALE_VOLTS             138 RTC_SET                31 EDGE_GPRS_TEST   67 APCSWG              103 TXSCALE_TEMPS             139 RTC_GET                32 TXDB_WRITE       68 MSWTR               104 SW_VERSION?               140 SIM                    33 TXDB_CONVERT?    69 APCPDFR             105 RF_REG_WRITE              141 GET_LOG_BY_RESET       34 CHANGEMODE       70 APCGDFR             106 RF_REG_READ?              142 SET_DUMP_AFTER_RESET   35 CDAC             71 TXOLC_WRITE         107 READ_RF_REGS              143 PSI_VERSION?            Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********Main Menu:******** 0  HELP             36 SPM_RAMP_RAM_WRITE  72 MIXED_TRDR_ADJUST         108 RFTEST                 1  ARFCN            37 PMU                 73 MIXED_TX_PROFILE_UP       109 MULTI_BIAS?            2  MODULATION       38 GPIO                74 MIXED_TX_PROFILE_DN       110 GSMBIN                 3  DACVAL           39 GPIO?               75 TX_TRDR0                  111 SLEEP                  4  ALL_RAMPS        40 GPIOEX              76 TX_TRDR_ADJUST            112 SLEEP_DEBUG            5  ALL_RAMPS?       41 GPIOEX?             77 TX_DYN_CAL_PCL            113 MISC                   6  RAMP_SELECT      42 UMTS                78 TX_DYN_CAL_PEAK           114 FDAC_VALUES?           7  RAMP_SELECT?     43 TX_GPIO             79 TX_DYN_CAL_DAC            115 FDACZERO_OFFSET        8  AGC_TABLE?       44 TX_GPIO?            80 TX_DYN_CAL_DAC_REGIONS    116 FDACZERO_OFFSET?       9  AGC_TABLE        45 TX_GPIO_MIXED       81 TX_DYN_CAL_DAC_AND_RXLEV  117 FDAC_OFFSETS           10 AGC              46 TX_GPIO_MIXED?      82 ALL_PEAKS                 118 FDAC_OFFSETS?          11 AGC_INDEX        47 RX_GPIO             83 ALL_LO_PEAKS              119 XOCALTEMP              12 GSYS             48 RX_GPIO?            84 BLUETOOTH                 120 XOCALTEMP?             13 START            49 TX_TA_ADJUST        85 BLUETOOTH?                121 XOTEMPPROFILE?         14 STOP             50 TXSCALE_TABLE       86 I2C                       122 GETRXIP2?              15 DSPWR            51 BATTVOL             87 I2C?                      123 RXIP2SETWORDS?         16 ARMWR            52 BATTVOL?            88 CAL                       124 CATE                   17 ISPCS            53 ADC_BY_CHANNEL?     89 BATTTEMP?                 125 IMEIREAD               18 DSPRD?           54 FREQ_LSB            90 HWVER                     126 TXDBPWR_TABLE          19 ARMRD?           55 FREQ_MULT           91 HWVER?                    127 LUT_DIG_VALUE          20 RXLEV?           56 FREQ_SHIFT          92 RF_WRITE_QUEUE            128 LUT_DIG_STATE          21 RXLEVDB16?       57 GSYS_WRITE          93 RF_WRITE_EXE              129 GAIN_SEGMENT?          22 MULTIRXLEVDB16?  58 GSYS_READ?          94 FACT_TRACK                130 GAIN_PROFILE?          23 RXLEV_COMP       59 FLASH               95 PHONE_INFO                131 GAIN_ERROR             24 RXLEV_COMP_LIST  60 IMEI                96 DACVAL?                   132 GPSSTEST               25 RXLEV_COMP?      61 IMEI2               97 TSC                       133 RX_CAL_POINTS?         26 GSYS?            62 IMEI?               98 ADC2VOLT?                 134 GAIN_ERROR_ARFCN?      27 RX_CAL_PARMS     63 IMEI2?              99 VOLT2ADC?                 135 TX_3G_POWER            28 MULTISLOT        64 TX_OLC_PARM         100 ADC2TEMP?                 136 ISPCG                  29 EN_AUTO_SIM      65 DEFAULT_THRESH      101 TEMP2ADC?                 137 ISPCG?                 30 L1_TEST          66 TX_BIAS             102 TXSCALE_VOLTS             138 RTC_SET                31 EDGE_GPRS_TEST   67 APCSWG              103 TXSCALE_TEMPS             139 RTC_GET                32 TXDB_WRITE       68 MSWTR               104 SW_VERSION?               140 SIM                    33 TXDB_CONVERT?    69 APCPDFR             105 RF_REG_WRITE              141 GET_LOG_BY_RESET       34 CHANGEMODE       70 APCGDFR             106 RF_REG_READ?              142 SET_DUMP_AFTER_RESET   35 CDAC             71 TXOLC_WRITE         107 READ_RF_REGS              143 PSI_VERSION?            [718 ms]
00:00:05.481 ; DUT           ; Verbose     ; SE-BER: Reset [722 ms]
00:00:05.482 ; EXT           ; Verbose     ; SCPI >> *CLS [0 ms]
00:00:05.482 ; EXT           ; Verbose     ; SCPI >> OUTP OFF [0 ms]
00:00:05.483 ; EXT           ; Verbose     ; SCPI >> OUTP:MOD OFF [0 ms]
00:00:05.483 ; EXT           ; Verbose     ; SCPI >> SOUR:RAD:ARB OFF [0 ms]
00:00:05.483 ; TestStep      ; Verbose     ; Exit EDGE GPRS SE-BER mode [725 ms]
00:00:05.483 ; TestPlan      ; Stop        ; "Verify GSM Multi RX" completed with verdict 'Pass'. [3549 ms]
00:00:05.483 ; TestPlan      ; Stop        ; TestPlan finished. [5484 ms]
00:00:05.483 ; TestPlan      ; Verbose     ; Running step PostPlanRun in REVERSE order.
00:00:05.483 ; TestPlan      ; Verbose     ; TestStep 'Verify GSM TX' PostPlanRun completed. [0 ms]
00:00:05.483 ; TestPlan      ; Verbose     ; TestStep 'Verify GSM Multi RX' PostPlanRun completed. [0 ms]
